Unnamed: 0,Produto_ID,Nome_Produto2,Nome_Produto2.1,SKU,Setor,Classificacao ABC,Data,Quantidade Vendida,Quantidade_Estoque,Ruptura_Historica,% Ruptura
1612,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-01,47,41,6,0.127659574468085
1613,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-02,47,56,0,0.0
1614,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-03,48,11,37,0.770833333333333
1615,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-04,49,9,40,0.816326530612244
1616,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-05,48,68,0,0.0
1617,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-06,49,96,0,0.0
1618,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-07,51,84,0,0.0
1619,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-08,51,74,0,0.0
1620,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-09,51,48,3,0.0588235294117647
1621,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-10,50,55,0,0.0
1622,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-11,51,92,0,0.0
1623,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-12,50,91,0,0.0
1624,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-13,54,86,0,0.0
1625,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-14,54,6,48,0.888888888888888
1626,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-15,56,65,0,0.0
1627,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-16,55,6,49,0.89090909090909
1628,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-17,53,79,0,0.0
1629,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-18,52,79,0,0.0
1630,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-19,53,87,0,0.0
1631,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-20,52,81,0,0.0
1632,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-21,53,42,11,0.20754716981132
1633,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-22,49,92,0,0.0
1634,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-23,49,25,24,0.489795918367346
1635,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-24,50,31,19,0.38
1636,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-25,46,11,35,0.760869565217391
1637,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-26,44,85,0,0.0
1638,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-27,42,7,35,0.833333333333333
1639,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-28,42,25,17,0.404761904761904
1640,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-29,42,71,0,0.0
1641,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-06-30,43,23,20,0.465116279069767
1642,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-01,39,81,0,0.0
1643,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-02,39,46,0,0.0
1644,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-03,38,36,2,0.0526315789473684
1645,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-04,43,27,16,0.372093023255813
1646,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-05,41,26,15,0.365853658536585
1647,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-06,41,72,0,0.0
1648,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-07,40,87,0,0.0
1649,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-08,43,50,0,0.0
1650,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-09,43,80,0,0.0
1651,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-10,42,66,0,0.0
1652,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-11,45,35,10,0.222222222222222
1653,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-12,48,84,0,0.0
1654,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-13,46,48,0,0.0
1655,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-14,49,10,39,0.795918367346938
1656,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-15,49,60,0,0.0
1657,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-16,47,6,41,0.872340425531914
1658,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-17,47,34,13,0.276595744680851
1659,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-18,47,25,22,0.468085106382978
1660,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-19,47,15,32,0.680851063829787
1661,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-20,47,71,0,0.0
1662,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-21,46,62,0,0.0
1663,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-22,42,20,22,0.523809523809523
1664,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-23,44,12,32,0.727272727272727
1665,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-24,41,8,33,0.804878048780487
1666,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-25,38,28,10,0.263157894736842
1667,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-26,36,86,0,0.0
1668,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-27,36,20,16,0.444444444444444
1669,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-28,36,31,5,0.138888888888888
1670,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-29,34,54,0,0.0
1671,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-30,35,23,12,0.342857142857142
1672,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-07-31,32,49,0,0.0
1673,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-01,33,9,24,0.727272727272727
1674,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-02,34,95,0,0.0
1675,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-03,34,34,0,0.0
1676,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-04,33,63,0,0.0
1677,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-05,34,58,0,0.0
1678,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-06,33,39,0,0.0
1679,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-07,37,36,1,0.027027027027027
1680,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-08,40,26,14,0.35
1681,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-09,37,11,26,0.702702702702702
1682,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-10,38,18,20,0.526315789473684
1683,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-11,41,36,5,0.121951219512195
1684,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-12,39,67,0,0.0
1685,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-13,42,63,0,0.0
1686,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-14,39,8,31,0.794871794871794
1687,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-15,41,99,0,0.0
1688,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-16,41,88,0,0.0
1689,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-17,42,58,0,0.0
1690,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-18,43,76,0,0.0
1691,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-19,39,8,31,0.794871794871794
1692,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-20,38,30,8,0.210526315789473
1693,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-21,35,16,19,0.542857142857142
1694,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-22,36,70,0,0.0
1695,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-23,37,5,32,0.864864864864864
1696,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-24,37,78,0,0.0
1697,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-25,32,44,0,0.0
1698,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-26,33,9,24,0.727272727272727
1699,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-27,33,82,0,0.0
1700,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-28,28,7,21,0.75
1701,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-29,32,33,0,0.0
1702,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-30,28,91,0,0.0
1703,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-08-31,30,68,0,0.0
1704,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-01,27,28,0,0.0
1705,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-02,29,36,0,0.0
1706,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-03,28,48,0,0.0
1707,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-04,31,99,0,0.0
1708,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-05,34,71,0,0.0
1709,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-06,32,17,15,0.46875
1710,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-07,31,56,0,0.0
1711,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-08,34,61,0,0.0
1712,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-09,36,82,0,0.0
1713,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-10,36,36,0,0.0
1714,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-11,38,70,0,0.0
1715,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-12,40,20,20,0.5
1716,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-13,38,52,0,0.0
1717,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-14,38,55,0,0.0
1718,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-15,37,75,0,0.0
1719,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-16,39,72,0,0.0
1720,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-17,40,19,21,0.525
1721,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-18,36,99,0,0.0
1722,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-19,36,51,0,0.0
1723,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-20,35,34,1,0.0285714285714285
1724,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-21,33,62,0,0.0
1725,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-22,34,67,0,0.0
1726,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-23,31,73,0,0.0
1727,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-24,31,57,0,0.0
1728,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-25,31,35,0,0.0
1729,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-26,28,36,0,0.0
1730,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-27,28,37,0,0.0
1731,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-28,27,14,13,0.481481481481481
1732,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-29,26,84,0,0.0
1733,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-09-30,28,85,0,0.0
1734,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-01,28,40,0,0.0
1735,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-02,30,72,0,0.0
1736,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-03,28,25,3,0.107142857142857
1737,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-04,28,85,0,0.0
1738,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-05,33,54,0,0.0
1739,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-06,32,99,0,0.0
1740,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-07,31,66,0,0.0
1741,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-08,34,13,21,0.617647058823529
1742,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-09,34,48,0,0.0
1743,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-10,36,86,0,0.0
1744,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-11,36,81,0,0.0
1745,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-12,39,71,0,0.0
1746,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-13,36,95,0,0.0
1747,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-14,40,22,18,0.45
1748,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-15,39,67,0,0.0
1749,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-16,39,44,0,0.0
1750,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-17,39,49,0,0.0
1751,1,Arroz,Notebook,9876543210,Eletrônicos,9876543210,2022-10-18,39,51,0,0.0
